id;titulo;titulo_ingles;valoracion;generos;tipo
6379;Kyou no 5 no 2 (TV): Takarabako;;7.15;Comedy|Ecchi|School|Seinen;OVA
6380;Tetsuwan Birdy Decode: The Cipher;Birdy the Mighty: Decode OVA;7.37;Action|Comedy|Sci-Fi;OVA
6381;Strike Witches 2;Strike Witches 2;7.39;Action|Ecchi|Magic|Military|Sci-Fi;TV
6383;Chargeman Ken!;;5.62;Action|Adventure|Sci-Fi|Shounen;TV
6384;Ippon Bouchou Mantarou;;5.93;Action|Seinen;OVA
6385;Pokemon: Yadoking no Ichinichi;Pokemon: Slowking's Day;6.19;Fantasy|Kids;Special
6390;R20: Ginga Kuukou;Route 20: Galactic Airport;5.55;Sci-Fi;Special
6392;Issho ni Training: Training with Hinako;;4.83;Ecchi|Sports;OVA
6397;Tentou Mushi no Uta;Song of the Ladybug;6.50;Drama|Slice of Life;TV
6399;Higashi no Eden: Falling Down;;7.49;Music;Music
6401;ef: A Tale of Melodies. - Prologue;;7.36;Music;Special
6402;Bakunyuu Maid Kari;;6.41;Hentai;OVA
6408;"""Bungaku Shoujo"" Movie";;7.52;Mystery|Drama|Romance|School;Movie
6412;Yuki Terai;;5.82;Music;OVA
6413;Go! Go! Ackman;;6.19;Action|Comedy|Demons|Supernatural;OVA
6418;Eyeshield 21: Jump Festa 2005 Special;;6.86;Action|Comedy|Shounen|Sports;Special
6419;Cinderella Express;;5.72;Ecchi|Comedy|Romance|Seinen;OVA
6421;Fullmetal Alchemist: Brotherhood Specials;Fullmetal Alchemist: Brotherhood OVA Collection;8.10;Military|Adventure|Drama|Magic|Fantasy|Shounen;Special
6422;Cartagra: Tsuki Gurui no Yamai;;5.94;Hentai;OVA
6425;Weiß Survive;;6.21;Game|Comedy|Ecchi;TV
6428;Psychoarmor Govarian;;6.33;Action|Mecha|Super Power|Sci-Fi;TV
6431;Chameko no Ichinichi;;4.74;Comedy;Movie
6437;Sora wo Kakeru Shoujo Picture Drama;Girl Who Leapt Through Space Picture Drama;6.33;Adventure|Comedy|Sci-Fi|Space;Special
6438;Detective Conan OVA 09: The Stranger in 10 Years...;;8.03;Adventure|Comedy|Mystery|Police|Shounen;OVA
6443;AIKa Zero;;6.00;Action|Ecchi|Adventure|Comedy;OVA
6444;Tegamibachi;Tegami Bachi: Letter Bee;7.71;Adventure|Supernatural|Fantasy|Shounen;TV
6447;Break-Age;;5.84;Sci-Fi|Mecha|Shounen;OVA
6448;Yuusei Shounen Papii;Prince Planet;6.22;Action|Sci-Fi|Space|Super Power;TV
6452;Akuu Daisakusen Srungle;Macron One;6.40;Action|Mecha|Sci-Fi;TV
6460;Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki;;7.31;Action|Adventure|Comedy|Seinen;Movie
6462;Amefuri Kozou;;6.27;Supernatural|Fantasy;OVA
6463;Hoshi wo Katta Hi;The Day I Bought a Star;7.27;Sci-Fi|Kids;Movie
6465;Kangoku Senkan;;7.07;Hentai;OVA
6467;Detective Conan Movie 14: The Lost Ship in the Sky;;8.25;Action|Mystery|Police|Shounen;Movie
6468;Tensai Bakabon;;6.53;Slice of Life|Comedy;TV
6472;Gakkou no Kowai Uwasa: Hanako-san ga Kita!!;Scary High School Rumors;6.48;Horror;TV
6479;Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron;;6.92;Slice of Life|Romance|Shoujo Ai;Special
6481;Sugar Bunnies Fleur;;5.94;Kids;TV
6482;Sugar Bunnies Chocolate!;;6.49;Kids;TV
6484;Chokin Senshi Cashman;;5.77;Action|Comedy;OVA
6489;Zero no Tsukaima: Princesses no Rondo Picture Drama;;7.04;Action|Adventure|Comedy|Drama|Ecchi|Fantasy|Harem|Magic|Romance|School;Special
6491;Scandal;;5.41;Music|Slice of Life;ONA
6492;Minky Momo in Tabidachi no Eki;Minky Momo: The Station of Your Memories;6.37;Drama|Magic|Fantasy|Shoujo;OVA
6496;Cutey Honey Flash: The Movie;;6.11;Adventure|Comedy|Magic|Romance;Movie
6500;Seikon no Qwaser;The Qwaser of Stigmata;6.68;Action|Super Power|Supernatural|Ecchi|Seinen;TV
6505;There She Is!!;;8.02;Comedy|Romance;ONA
6509;Kiteretsu Daihyakka;Kiteretsu Encyclopedia;6.64;Comedy|Drama|Kids|Slice of Life;TV
6511;Beast Wars Neo;Beast Wars Neo;6.62;Action|Adventure|Mecha|Shounen|Super Power;TV
6512;Nyan Koi!;Nyan Koi!;7.31;Harem|Comedy|Romance;TV
6513;Ravex in Tezuka World;;5.76;Space|Music;OVA
6517;Eiga! Tamagotchi Uchuu Ichi Happy na Monogatari!?;;6.51;Kids;Movie
6518;Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?;;6.50;Kids;Movie
6519;Tamagotchi Honto no Hanashi;;6.00;Kids;Movie
6520;Anime TV de Hakken! Tamagotchi;Animated Tamagotchi Found on Television!;6.30;Comedy|Fantasy|Kids|Slice of Life;TV
6522;Usahana: Yumemiru Ballerina;;6.15;Kids;Special
6523;Porong Porong Pororo;;6.09;Kids;TV
6524;Pororo Daemoheom;Pororo to the Cookie Castle;5.53;Adventure|Kids;Special
6525;Peeping Life;Peeping Life: The Perfect Edition;5.42;Slice of Life|Comedy;TV
6527;Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?;;6.76;Action|Comedy|Fantasy|Magic|Shoujo;Movie
6528;Utsurun Desu.;;6.80;Comedy;OVA
6531;Kimihagu;;6.76;Hentai;OVA
6533;Atarashii Sekai;New World;6.54;Music;Music
6535;Ai;Love;4.37;Dementia|Psychological|Romance;Movie
6546;Pico: My Little Summer Story;;5.03;Yaoi;OVA
6547;Angel Beats!;Angel Beats!;8.29;Action|Comedy|Drama|School|Supernatural;TV
6548;Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars;;7.20;Ecchi|Music;Music
6553;Junjou Romantica Special;;7.65;Comedy|Romance|Shounen Ai;Special
6554;Kawa no Hikari;;7.07;Kids|Adventure;Special
6555;Pokemon: Pikachu no Kirakira Daisousaku!;Pikachu's Great Sparking Search!;6.44;Adventure|Comedy|Fantasy|Kids;Special
6557;Fortune Quest: Yo ni mo Shiawase na Boukensha-tachi;;6.27;Adventure|Comedy|Fantasy|Magic;OVA
6558;Choukou Sennin Haruka;;6.17;Hentai|Yuri;OVA
6560;Popee the Performer;;7.12;Comedy|Dementia;TV
6566;It's a Rumic World: 50th Anniversary Weekly★Shonen Sunday;;6.97;Comedy|Sci-Fi;Special
6567;Urusei Yatsura: The Shougaibutsu Suieitaikai;;7.16;Action|Sci-Fi|Comedy|Romance|School;Special
6568;Bokura no Saibanin Monogatari;Our Jury Story;5.49;School;ONA
6571;Koume-chan ga Iku!;Here Comes Koume!;5.91;Comedy|Romance|Slice of Life;TV
6572;Shakugan no Shana S;Shakugan no Shana S: OVA Series;7.44;Action|Drama|Fantasy|Romance|School|Supernatural;OVA
6573;Darker than Black: Ryuusei no Gemini;Darker than Black: Gemini of the Meteor;7.56;Action|Sci-Fi|Mystery|Super Power;TV
6574;Hanamaru Youchien;Hanamaru Kindergarten;7.40;Slice of Life|Comedy|Seinen;TV
6577;Machine Robo: Leina, The Legend of Wolf Blade;;6.24;Action|Martial Arts|Mecha|Super Power;OVA
6579;Chikyuu Bouei Kazoku Special;The Daichis: Earth's Defence Family - Into the Depths of Marital Hell;6.39;Action|Game|Drama;Special
6581;Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!;;7.27;Action|Historical|Martial Arts|Samurai;Special
6582;Tentai Senshi Sunred 2nd Season;;8.02;Comedy|Parody|Seinen|Super Power;TV
6583;Super Bikkuriman;;6.37;Adventure|Fantasy|Comedy|Demons|Sci-Fi;TV
6586;Yume-iro Pâtissière;;8.03;Kids|School|Shoujo;TV
6587;Kurokami: Intermission;;6.71;Action|Martial Arts|Super Power;Special
6590;Makai Kishi Ingrid;;7.11;Demons|Fantasy|Hentai|Martial Arts;OVA
6591;Rurouni Kenshin DVD-BOX Special Ending;Samurai X DVD-BOX Special Ending;7.88;Historical|Romance;Special
6593;Elmer no Bouken: My Father's Dragon;Elmer's Adventure: My Father's Dragon;5.97;Adventure|Fantasy|Kids;OVA
6594;Katanagatari;Katanagatari;8.43;Action|Adventure|Historical|Martial Arts|Romance;TV
6604;Kuruneko;;7.51;Comedy|Slice of Life;TV
6607;Superflat First Love;;5.75;Adventure|Fantasy;Special
6609;Pucca;;6.55;Comedy|Parody|Romance;TV
6610;Ibara no Ou;King of Thorn;7.12;Action|Thriller|Mystery|Sci-Fi;Movie
6616;Watashi no Coffee Samurai: Jihanki-teki na Kareshi;Coffee Samurai;6.15;Action|Romance|Samurai|Sci-Fi;Special
6622;Gakuen Maria: Bakunyuu Teachers;;5.24;Hentai;OVA
6624;Kara no Kyoukai Remix: Gate of Seventh Heaven;the Garden of sinners Remix -Gate of seventh heaven-;7.68;Action|Mystery|Romance|Super Power|Thriller;Movie
6625;Nono-chan;;6.40;Comedy|Slice of Life;TV
6628;Dengeki Bunko 2007 Movie Festival Special;;6.27;Comedy;Special
6629;Asari-chan;;6.28;Slice of Life|Comedy|Shoujo;TV
6630;Asari-chan: Ai no Marchen Shoujo;Super Gal Asari: The Dreaming Girl in Fairy World;6.02;Adventure|Shoujo|Slice of Life;Movie
6633;Queen's Blade: Gyokuza wo Tsugu Mono;Queen's Blade: Inheritor of the Throne;6.68;Action|Adventure|Ecchi|Fantasy;TV
6634;Sengoku Basara Two;Sengoku Basara: Samurai Kings 2;7.66;Action|Historical|Martial Arts|Samurai|Super Power;TV
6635;Ayatsuri Haramase DreamNote;;6.21;Hentai;OVA
6636;Chou Kousoku Galvion;Super High Speed Galvion;6.27;Action|Military|Sci-Fi|Police|Mecha;TV
6637;Higashi no Eden Movie II: Paradise Lost;Eden of The East the Movie II: Paradise Lost;7.71;Action|Comedy|Drama|Mystery|Romance|Thriller;Movie
6641;Tonari no 801-chan R;;5.90;Comedy|Music;OVA
6645;Chu-Bra!!;Chu-Bra;6.29;Ecchi|Comedy|School|Seinen;TV
6653;Ginga Tetsudou 999: Glass no Clair;Galaxy Express 999: Claire of the Glass;6.70;Drama|Sci-Fi|Space;Movie
6654;Namakura Gatana;The Dull Sword;5.67;Comedy|Samurai;Movie
6657;Joshikousei: Girl's High Specials;High School Girls Specials;6.59;Comedy|Slice of Life;Special
6658;Unko-san: Tsuiteru Hito ni Shika Mienai Yousei;;4.77;Comedy|Magic;TV
6666;Passion;;6.65;Music;Music
6667;Love to Live By;;5.66;Music;Music
6670;8-gatsu no Symphony: Shibuya 2002-2003;Symphony in August;6.74;Music;Movie
6671;Byeolnala Samchongsa;;5.36;Adventure|Sci-Fi;Movie
6672;Video Senshi Lezarion;Video Warrior Laserion;6.61;Action|Mecha|Sci-Fi;TV
6674;Reporter Blues;;6.40;Mystery|Comedy;TV
6675;Redline;Redline;8.32;Action|Sci-Fi|Cars|Sports;Movie
6676;Asura Cryin' 2;;7.40;Action|Supernatural|Mecha;TV
6680;Doujouji;Dojoji Temple;6.12;Supernatural|Historical;Movie
6682;11eyes;11eyes;6.36;Action|Ecchi|Super Power|Supernatural;TV
6684;Marie & Gali Special;;5.66;Comedy;Special
6685;Mesu Kyoushi: Injoku no Kyoushitsu;;6.45;Hentai;OVA
6686;Chinetsu Karte: The Devilish Cherry;;6.75;Hentai;OVA
6687;Chinyuuki: Tarou to Yukai na Nakama-tachi;;5.77;Comedy;OVA
6688;Pattenrai!! Minami no Shima no Mizu Monogatari;;6.21;Slice of Life|Historical;Movie
6689;Hitozuma Koukan Nikki;Wife-Swap Diaries;6.18;Hentai;OVA
6690;Anata dake Konbanwa;Tonight, Only Just For You;6.91;Harem|Hentai;OVA
6691;Elf no Futagohime: Willan to Arsura;;6.13;Hentai;OVA
6692;Mama Puri!?;Like A Mom;6.87;Hentai;OVA
6693;Yatterman the Movie: Shin Yattermecha Osu Gou! Omocha no Kuni de Dai Ketsudan da Koron;;6.32;Comedy|Kids;Movie
6694;Triangle Blue;;6.14;Hentai;OVA
6695;Mangchi;Hammerboy;6.19;Adventure|Comedy|Fantasy;Movie
6701;Jim Button;;6.08;Kids|Adventure|Fantasy|Magic;TV
6702;Fairy Tail;Fairy Tail;8.05;Action|Adventure|Comedy|Fantasy|Magic|Shounen;TV
6704;Queen's Blade: Rurou no Senshi Specials;Queen's Blade: The Exiled Virgin;6.07;Action|Adventure|Ecchi|Fantasy;Special
6705;Tayutayu: Pure My Heart;;6.50;Comedy;Special
6707;Kuroshitsuji II;Black Butler II;7.45;Action|Comedy|Historical|Demons|Supernatural|Fantasy|Shounen;TV
6709;Ai Yori Aoshi: Yumegatari;Ai Yori Aoshi: Speaking of Dreams;6.87;Comedy|Harem|Romance|Slice of Life;Special
6712;Natsu no Arashi! Akinaichuu;Summer Storm! Open for Business;7.40;Comedy|Romance|Supernatural;TV
6713;Ranma ½: Nettou Uta Gassen;Ranma 1/2: Hot Song Contest;7.30;Comedy|Music;OVA
6714;Dragon Ball Z: Atsumare! Gokuu World;;6.65;Action|Adventure|Comedy|Super Power|Martial Arts|Fantasy|Shounen;OVA
6718;Yamato 2520;;5.93;Action|Military|Sci-Fi|Adventure;OVA
6721;Ankoku Cat;;5.86;Action|Comedy;ONA
6726;Hanasakeru Seishounen Recaps;;6.92;Drama|Romance|Shoujo;Special
6727;Mechakko Dotakon;Mechanical Boy Dotakon;6.38;Comedy|Sci-Fi;TV
6728;Helen Keller Monogatari: Ai to Hikari no Tenshi;The Story of Hellen Keller: Angel of Love and Light;6.67;Drama;Movie
6730;Tonde Mon Pe;;6.62;Kids;TV
6731;Ultraman Kids no Kotowaza Monogatari;;6.13;Comedy|Kids|Super Power;TV
6733;Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareru ka?;Galaxy Express 999: Can You Live Like A Warrior?;6.69;Space|Drama|Sci-Fi;Special
6734;Ginga Tetsudou 999: Eien no Tabibito Emeraldas;Galaxy Express 999: Eternal Traveller Emeraldas;7.04;Sci-Fi|Space;Special
6735;Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!;Galaxy Express 999: Can You Love Like a Mother?!!;6.74;Sci-Fi|Space;Special
6736;Mouryou no Hako: Chuuzenji Atsuko no Jikenbo - Hako no Yurei no Koto;;6.72;Mystery|Seinen|Supernatural|Thriller;Special
6741;Makai Senki Disgaea: Welcome to Netherworld;;6.84;Action|Comedy|Demons|Magic|Fantasy;Special
6743;Utawarerumono OVA Picture Drama;;6.47;Comedy|Fantasy;Special
6746;Durarara!!;Durarara!!;8.28;Action|Mystery|Supernatural;TV
6747;Dance in the Vampire Bund;Dance in the Vampire Bund;7.15;Action|Supernatural|Vampire;TV
6748;Yoku Wakaru Gendai Mahou: Cruncha Cruncha Cruncha;;6.68;Comedy|Magic;Special
6749;Tennis no Ouji-sama: The Band of Princes Film Kick the Future;;7.03;Action|Music;Music
6758;Tatakau Shisho: The Book of Bantorra;Armed Librarians: The Book of Bantorra;7.31;Action|Fantasy|Seinen|Super Power;TV
6759;Cynical Hysterie Hour: Trip Coaster;;5.17;Comedy|Slice of Life;Movie
6760;Cynical Hysterie Hour: Henshin!;;5.23;Comedy;Movie
6761;Cynical Hysterie Hour: Yoru wa Tanoshii;;5.44;Comedy;Movie
6762;Cynical Hysterie Hour: Utakata no Uta;;5.51;Comedy;Movie
6768;Code Geass: Hangyaku no Lelouch R2 Special Edition Zero Requiem;;7.91;Action|Mecha|Military|Super Power;OVA
6769;Mura Matsuri;Harvest Festival;5.08;Music;Movie
6771;Dorimogu Daa!!;Mock & Sweet;6.60;Adventure|Fantasy|Kids;TV
6772;Break Blade 1: Kakusei no Toki;Broken Blade;7.73;Action|Fantasy|Mecha|Military|Shounen;Movie
6773;Shakugan no Shana III (Final);Shakugan no Shana: Season III;7.66;Action|Supernatural|Drama|Romance|Fantasy;TV
6774;Kuuchuu Buranko;Welcome to Irabu's Office;8.03;Comedy|Psychological|Drama|Seinen;TV
6777;Densha Kamo Shirenai;The Evening Traveling;5.61;Music;Music
6779;Pokonyan!;Rocky Rackat!;6.75;Comedy|Fantasy|Kids|Magic;TV
6783;ef: A Tale of Memories. - Recollections;ef ~ A Tale of Melodies - Recollections;7.43;Mystery|Drama|Romance;Special
6787;Goulart Knights: Evoked the Beginning Black;Goulart Knights: Evoked the Beginning Black;5.86;Action|Drama|Fantasy|Shoujo|Supernatural;OVA
6791;Kanokon: Manatsu no Dai Shanikusai;;6.68;Ecchi|Romance|Slice of Life;OVA
6792;Mobile Suit SD Gundam Mk V;;5.86;Parody|Comedy|Mecha|Sci-Fi;OVA
6793;Kuroshitsuji: Sono Shitsuji, Kougyou;Black Butler Special;7.66;Comedy|Historical|Demons|Supernatural|Fantasy|Shounen;Special
6794;Kurokami: Tora to Tsubasa;;6.95;Action|Super Power|Martial Arts|Seinen;Special
6795;Genius Party Beyond;;7.33;Sci-Fi|Music|Dementia|Fantasy;Movie
6796;Kyuukyoku Choujin R;Kyukyoku Chojin R;6.50;Comedy|Sci-Fi;OVA
6797;Docchi ni Suru?;Your Choice!;5.52;Comedy|Kids;Movie
6798;Saa Ikou! Tamagotchi;;5.95;Kids;TV
6800;Transformers: Scramble City;;5.94;Action|Sci-Fi|Mecha|Shounen;OVA
6802;So Ra No Wo To;Sound of the Sky;7.59;Military|Sci-Fi|Music|Slice of Life;TV
6809;Toshi Densetsu Monogatari Hikiko;;6.04;Horror;OVA
6811;InuYasha: Kanketsu-hen;InuYasha: The Final Act;8.31;Action|Adventure|Comedy|Historical|Demons|Supernatural|Magic|Romance|Fantasy|Shounen;TV
6822;Ukkari Pénélope (2009);;6.05;Comedy|Slice of Life;TV
6823;Omocha Bako Series Dai 3 Wa: Ehon 1936-nen;;4.80;Fantasy;Movie
6827;Suzume no Oyado;The Sparrows' Lodge;5.28;Fantasy;Movie
6828;Ohi-sama to Kaeru;The Sun and the Frogs;4.20;Comedy;Movie
6829;Izakaya no Ichiya;Over a Drink;5.22;Action;Movie
6830;Hinomaru Hatanosuke: Inazuma-gumi Tobatsu no Maki;Hatanosuke Takes Down the Inazuma Gang;4.70;Action|Historical|Samurai;Movie
6831;Hinomaru Hatanosuke: Bakemonoyashiki no Maki;Hatanosuke and the Haunted House;4.81;Supernatural;Movie
6832;Shoujouji no Tanuki-bayashi Ban Danemon;Danemon's Monster Hunt at Shojoji;5.04;Supernatural;Movie
6833;Ninjutsu Hinotama Kozou: Edo no Maki;Ninja Fireball in Edo;3.95;Action;Movie
6834;Taa-chan no Kaitei Ryokou;Ta-chan's Underwater Adventure;4.34;Adventure;Movie
6835;Umi no Mizu wa Naze Karai;Why is the Sea Water Salty?;5.71;Historical;Movie
6836;Issunboushi: Chibisuke Monogatari;Tiny Chibisuke's Big Adventure;5.02;Action|Samurai;Movie
6837;Tengu Taiji;Hyoei and Heibei's Tengu Hunt;5.04;Comedy;Movie
6838;Dekobou no Jidousha Ryokou;Dekobo the Big Head's Road Trip;4.13;Adventure|Cars;Movie
6839;Hinomaru Tarou: Musha Shugyou no Maki;Taro's Early Training Days;4.75;Action|Samurai;Movie
6840;Maabou no Daikyousou;Mabo's Big Race;4.64;Comedy|Sports;Movie
6841;Maabou no Kinoshita Toukichirou;Mabo as Tokichiro Kinoshita;4.99;Samurai;Movie
6842;Oyoge ya Oyoge;Swim, Monkey, Swim!;4.92;Sports;Movie
6843;Kangaroo no Tanjoubi;Baby Kangaroo's Birthday Surprise;5.36;Adventure;Movie
6844;Osaru no Sankichi: Boukuusen;Sankichi the Monkey: The Air Combat;4.36;Military;Movie
6846;Kuma ni Kuwarenu Otoko;The Bear Dodger;5.03;Adventure|Music;Movie
6847;Gulliver Funtouki;Gulliver's Great Activities;5.10;Adventure;Movie
6848;Doubutsu Mura no Daisodou;The Animal Village in Trouble;4.98;Action;Movie
6849;Bouken Dankichi: Hyouryuu no Maki;Dankichi on a Tropical Island;4.37;Adventure;Movie
6850;Norakuro Shoui: Nichiyoubi no Kaijiken;2nd Lieutenant Norakuro: Sunday Magic;4.85;Action|Military;Movie
6851;Kaitei no Boukun;The Underwater Tyrant;4.43;Adventure;Movie
6852;Ahiru no Otegara;The Duckling Saves the Day;5.02;Adventure;Movie
6855;Da Nao Tiangong;Uproar in Heaven;6.71;Adventure;Movie
6856;Aoi Chou;;5.23;Music;Music
6857;Momotarou no Umiwashi;Momotaro's Sea Eagles;5.00;Military|Historical|Kids;Movie
6861;Shui Naodai;Water Brain;6.29;Sci-Fi|Dementia|Fantasy;Special
6862;K-On!: Live House!;;7.87;Music|Slice of Life|Comedy|School;Special
6864;xxxHOLiC Rou;;8.29;Mystery|Supernatural;OVA
6867;Halo Legends;Halo Legends;7.12;Action|Drama|Military|Sci-Fi;ONA
6868;Wansa-kun;Little Wansa;6.30;Comedy;TV
6872;Cyborg 009;Cyborg 009;6.24;Action|Adventure|Drama|Sci-Fi|Shounen;Movie
6875;Iron Man;Iron Man;6.18;Action|Mecha|Drama;TV
6877;Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki;Pokemon: Pichu Bros. in Party Panic;6.66;Adventure|Comedy|Fantasy|Kids;Special
6878;Usavich Special;;6.56;Adventure|Comedy;Special
6880;Deadman Wonderland;Deadman Wonderland;7.38;Action|Sci-Fi|Horror|Shounen;TV
6882;Hatsukoi Limited.: Gentei Shoujo;Hatsukoi Limited Shorts;6.78;Comedy|Ecchi|School|Shounen;Special
6883;Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro;Umi Monogatari: Faithful Hearts;6.67;Fantasy|Comedy|Supernatural;Special
6884;Ookami to Koushinryou II Specials;Spice and Wolf II Specials;7.10;Fantasy;Special
6885;Sora no Manimani Specials;At The Mercy of The Sky Specials;6.62;Slice of Life|Comedy|School|Seinen;Special
6889;Time Bokan Series: Zenderman;;6.08;Action|Sci-Fi|Adventure|Comedy|Super Power|Mecha;TV
6890;Ontama!;;6.89;Slice of Life|Magic|Comedy|Seinen;ONA
6891;Soukan Yuugi 2;Sexual Pursuit 2;6.45;Hentai;OVA
6892;Yokorenbo: Immoral Mother;;6.90;Hentai;OVA
6893;Oni Chichi;;7.32;Hentai;OVA
6895;Hakuouki;Hakuoki ~Demon of the Fleeting Blossom~;7.52;Action|Historical|Supernatural|Drama|Samurai|Josei;TV
6896;Pandora Hearts Specials;;7.45;Comedy;Special
6899;Stitch!: Itazura Alien no Daibouken;;6.26;Adventure|Comedy|Kids|Sci-Fi;TV
6900;Tamagotchi!;;6.31;Comedy|Kids;TV
6901;Battle Spirits: Shounen Gekiha Dan;;7.21;Game|Military|Adventure|Magic;TV
6902;Saikyou Bushouden: Sangoku Engi;;7.03;Historical;TV
6903;Prima Donna Mai;;4.27;Hentai;OVA
6904;Hellsing I: Digest for Freaks;;7.81;Action|Super Power|Military|Supernatural|Horror|Vampire|Seinen;OVA
6907;Mikan-Seijin;Extraterrestrial Oranges;5.61;Comedy;TV
6909;Jungle Taitei: Yuuki ga Mirai wo Kaeru;Jungle Emperor Leo;7.12;Adventure;Special
6917;Tsuideni Tonchinkan;Anyway, It Doesn't Matter;7.19;Comedy;TV
6918;Wolverine;Wolverine;6.19;Action|Martial Arts|Super Power;TV
6919;X-Men;X-Men;6.46;Action|Drama|Super Power;TV
6920;Blade;Blade;6.30;Action|Drama|Horror|Vampire;TV
6922;Fate/stay night Movie: Unlimited Blade Works;Fate/stay night: Unlimited Blade Works;7.52;Action|Fantasy|Magic|Supernatural;Movie
6927;Higashi no Eden: Air Communication;"Eden of The East Compilation: Air Communication; Higashi no Eden Recap";7.73;Mystery|Comedy|Romance;Movie
6930;Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi;Doraemon the Movie: The Record of Nobita's Spaceblazer;7.40;Adventure|Comedy|Fantasy|Kids;Movie
6932;Kemono to Chat;;6.15;Comedy;OVA
6935;Enkinhou no Hako: Hakase no Sagashimono;The Researcher's Search - Perspectivenbox;5.20;Slice of Life;Special
6937;Hermes: Ai wa Kaze no Gotoku;Hermes: Winds of Love;5.26;Drama|Fantasy;Movie
6939;Eien no Hou;The Laws of Eternity;5.35;Sci-Fi|Fantasy;Movie
6941;Toriko: Jump Super Anime Tour 2009 Special;;7.10;Action|Super Power|Adventure|Comedy|Shounen;Special
6942;Marine Snow no Densetsu;The Legend of Marine Snow;6.33;Sci-Fi;Special
6945;Gintama: Shiroyasha Koutan;;8.36;Action|Sci-Fi|Comedy|Historical|Parody;Special
6946;Mudazumo Naki Kaikaku: The Legend of Koizumi;;7.02;Comedy|Game|Parody|Seinen;OVA
6947;Uchurei!;;5.72;Comedy|Sci-Fi|Slice of Life;TV
6948;Bakemonogatari Recap;;7.38;Mystery|Romance|Supernatural;Special
6950;Aos;;3.66;Fantasy|Dementia;Movie
6951;Yu☆Gi☆Oh! Movie: Chou Yuugou! Toki wo Koeta Kizuna;Yu-Gi-Oh! 3D: Bonds Beyond Time;7.22;Game|Adventure|Shounen;Movie
6953;Ningen Doubutsuen;Clap Vocalism;2.74;Dementia;Movie
6954;Kara no Kyoukai 8: Shuushou;the Garden of sinners Chapter 8: The Final Chapter;7.25;Mystery;Special
6956;Working!!;Wagnaria!!;7.78;Comedy|Romance|Seinen|Slice of Life;TV
6958;Hyakko OVA;;6.81;Comedy;OVA
6959;GA: Geijutsuka Art Design Class: Aozora ga Kakitai;;7.14;Slice of Life|Comedy|School|Seinen;OVA
6964;Yuu☆Yuu☆Hakusho Picture Drama;;6.75;Action|Martial Arts|Comedy|Demons|Shounen;Special
6965;Kaiketsu Zorori: Mahoutsukai no Deshi/Dai Kaizoku no Takara Sagashi;Kaiketsu Zorori Movie;6.13;Adventure|Comedy;Movie
6970;Choujin Sentai Baratack;;6.42;Sci-Fi|Adventure|Mecha;TV
6971;Gegege no Kitarou (1971);;6.63;Adventure|Super Power|Demons|Supernatural;TV
6973;Senkou no Night Raid;Night Raid 1931;6.93;Action|Military|Historical|Super Power;TV
6974;Seikimatsu Occult Gakuin;Occult Academy;7.12;Sci-Fi|Mystery|Comedy|Supernatural|School;TV
6975;Koro no Dai Sanpo;Koro's Big Day Out;6.76;Adventure;Special
6978;Kyoufu Densetsu Kaiki! Frankenstein;The Monster Of Frankenstein;5.62;Sci-Fi|Horror|Drama;Special
6979;Shukufuku no Campanella;Blessing of the Campanella;6.37;Adventure|Fantasy|Harem|Magic;TV
6980;Kaidan Restaurant;;7.34;Horror|Kids|Mystery|Supernatural;TV
